0.000000,1.697797
0.010000,0.666281
0.020000,1.061730
0.030000,1.707924
0.040000,1.521485
0.050000,0.901460
0.060000,1.203608
0.070000,1.442469
0.080000,1.666000
0.090000,2.501979
0.100000,0.980083
0.110000,2.650621
0.120000,1.790094
0.130000,1.277185
0.140000,0.404849
0.150000,2.053203
0.160000,0.928708
0.170000,1.190861
0.180000,1.447209
0.190000,1.379659
0.200000,0.931652
0.210000,2.171112
0.220000,0.912089
0.230000,1.978923
0.240000,1.576532
0.250000,1.899637
0.260000,1.248933
0.270000,1.103989
0.280000,1.504414
0.290000,1.965585
0.300000,2.212301
0.310000,1.102017
0.320000,1.756198
0.330000,1.050664
0.340000,2.119228
0.350000,0.894970
0.360000,1.906170
0.370000,0.990404
0.380000,1.654228
0.390000,1.305872
0.400000,2.306177
0.410000,1.417929
0.420000,1.253858
0.430000,1.533594
0.440000,0.997638
0.450000,2.203090
0.460000,1.564068
0.470000,1.209934
0.480000,2.160229
0.490000,1.121208
0.500000,1.545368
0.510000,1.217802
0.520000,1.561473
0.530000,0.885314
0.540000,1.888402
0.550000,1.341855
0.560000,1.756582
0.570000,2.170287
0.580000,1.361319
0.590000,1.308672
0.600000,1.525027
0.610000,1.696500
0.620000,2.087948
0.630000,1.971681
0.640000,1.804743
0.650000,1.015156
0.660000,0.778004
0.670000,1.550360
0.680000,1.593265
0.690000,1.999292
0.700000,1.130154
0.710000,1.753376
0.720000,1.077409
0.730000,1.377002
0.740000,1.285535
0.750000,1.637134
0.760000,2.258021
0.770000,1.538262
0.780000,1.253061
0.790000,1.704755
0.800000,1.873018
0.810000,1.576774
0.820000,2.155456
0.830000,2.504961
0.840000,2.088581
0.850000,1.670759
0.860000,1.726451
0.870000,1.437903
0.880000,2.163175
0.890000,2.178776
0.900000,2.852711
0.910000,1.504937
0.920000,1.662293
0.930000,2.031866
0.940000,1.693277
0.950000,2.406609
0.960000,1.237425
0.970000,2.187337
0.980000,1.086390
0.990000,1.491115
1.000000,1.484302
1.010000,2.125402
1.020000,1.486965
1.030000,2.066958
1.040000,0.939581
1.050000,1.749102
1.060000,2.155689
1.070000,1.646422
1.080000,0.564765
1.090000,1.866783
1.100000,2.141170
1.110000,1.427712
1.120000,0.775888
1.130000,2.361295
1.140000,2.579233
1.150000,2.399372
1.160000,1.651568
1.170000,1.733348
1.180000,1.810204
1.190000,2.285456
1.200000,1.678738
1.210000,1.416869
1.220000,2.079140
1.230000,1.386932
1.240000,2.041880
1.250000,1.306717
1.260000,2.390489
1.270000,2.025938
1.280000,1.415162
1.290000,1.147511
1.300000,1.605161
1.310000,1.487812
1.320000,1.828177
1.330000,2.126139
1.340000,2.556359
1.350000,2.685195
1.360000,1.680832
1.370000,2.220277
1.380000,1.531842
1.390000,1.537643
1.400000,2.341609
1.410000,1.829613
1.420000,2.641330
1.430000,2.277766
1.440000,2.253232
1.450000,1.699570
1.460000,1.260988
1.470000,1.954342
1.480000,2.166720
1.490000,2.331182
1.500000,1.579695
1.510000,1.906587
1.520000,1.318194
1.530000,2.560233
1.540000,2.708208
1.550000,2.321491
1.560000,2.185838
1.570000,2.839958
1.580000,1.772051
1.590000,2.465006
1.600000,2.100851
1.610000,1.564223
1.620000,2.686272
1.630000,2.334843
1.640000,2.743795
1.650000,2.170923
1.660000,2.463772
1.670000,2.155447
1.680000,3.017464
1.690000,2.348052
1.700000,1.138427
1.710000,1.697191
1.720000,2.089673
1.730000,1.775522
1.740000,2.717153
1.750000,2.501346
1.760000,1.715114
1.770000,2.134179
1.780000,2.125415
1.790000,2.381085
1.800000,1.548366
1.810000,2.533921
1.820000,2.071771
1.830000,2.787135
1.840000,1.392910
1.850000,1.657047
1.860000,2.796498
1.870000,3.206060
1.880000,2.231566
1.890000,2.212773
1.900000,2.401545
1.910000,2.897066
1.920000,3.260553
1.930000,2.180660
1.940000,2.828412
1.950000,2.532000
1.960000,1.592108
1.970000,2.543656
1.980000,1.948381
1.990000,2.871229
2.000000,1.917899
2.010000,1.493959
2.020000,2.363906
2.030000,1.801155
2.040000,1.801376
2.050000,3.081201
2.060000,2.164865
2.070000,2.036824
2.080000,1.870942
2.090000,2.289895
2.100000,3.032894
2.110000,2.435891
2.120000,1.702963
2.130000,2.671108
2.140000,2.280853
2.150000,3.577387
2.160000,2.601690
2.170000,2.605813
2.180000,2.642655
2.190000,2.743541
2.200000,2.139729
2.210000,2.434728
2.220000,2.096626
2.230000,3.469942
2.240000,2.885161
2.250000,2.511596
2.260000,2.453311
2.270000,2.824393
2.280000,1.616343
2.290000,2.099201
2.300000,2.540169
2.310000,1.870194
2.320000,2.991854
2.330000,1.706652
2.340000,2.114434
2.350000,2.695975
2.360000,2.703173
2.370000,3.424141
2.380000,2.476283
2.390000,3.182647
2.400000,2.827110
2.410000,2.803028
2.420000,2.713634
2.430000,2.944440
2.440000,2.379484
2.450000,2.270878
2.460000,1.639564
2.470000,3.526667
2.480000,2.004438
2.490000,2.002726
2.500000,2.484903
2.510000,2.618756
2.520000,2.433983
2.530000,3.094782
2.540000,2.443914
2.550000,2.504450
2.560000,2.766553
2.570000,2.967409
2.580000,3.271402
2.590000,2.543489
2.600000,3.566607
2.610000,2.704339
2.620000,2.708998
2.630000,3.020546
2.640000,3.186096
2.650000,3.148664
2.660000,3.176845
2.670000,3.250314
2.680000,2.848277
2.690000,3.152274
2.700000,2.459100
2.710000,2.662649
2.720000,2.807779
2.730000,3.146909
2.740000,3.392038
2.750000,2.483302
2.760000,3.180793
2.770000,2.541407
2.780000,2.104044
2.790000,2.246317
2.800000,3.437930
2.810000,3.543204
2.820000,2.380721
2.830000,3.521641
2.840000,2.438022
2.850000,2.193440
2.860000,3.589085
2.870000,1.956793
2.880000,2.957788
2.890000,2.817856
2.900000,2.953714
2.910000,2.170938
2.920000,3.302820
2.930000,2.126081
2.940000,2.330798
2.950000,2.321741
2.960000,3.038502
2.970000,3.845847
2.980000,2.399664
2.990000,2.914127
3.000000,3.628196
3.010000,2.089405
3.020000,2.548851
3.030000,2.049235
3.040000,2.342037
3.050000,3.041947
3.060000,2.818247
3.070000,3.645858
3.080000,2.476625
3.090000,2.711407
3.100000,3.317509
3.110000,3.103037
3.120000,2.389461
3.130000,4.026887
3.140000,3.328704
3.150000,3.110121
3.160000,3.198842
3.170000,2.866992
3.180000,2.324508
3.190000,2.328003
3.200000,2.509016
3.210000,2.519555
3.220000,3.176528
3.230000,3.220999
3.240000,3.119396
3.250000,3.264325
3.260000,3.101771
3.270000,2.464730
3.280000,2.503828
3.290000,3.366225
3.300000,3.249172
3.310000,2.860393
3.320000,3.274682
3.330000,3.730705
3.340000,3.086254
3.350000,4.349136
3.360000,3.153769
3.370000,3.629862
3.380000,1.991763
3.390000,2.764377
3.400000,3.301845
3.410000,3.121806
3.420000,3.156802
3.430000,3.400055
3.440000,3.010452
3.450000,2.812787
3.460000,2.986411
3.470000,2.788434
3.480000,3.442902
3.490000,3.908652
3.500000,3.593138
3.510000,4.154952
3.520000,2.954155
3.530000,3.459541
3.540000,2.586948
3.550000,3.205573
3.560000,2.381671
3.570000,3.514227
3.580000,3.671056
3.590000,3.370691
3.600000,2.923781
3.610000,3.589145
3.620000,3.609398
3.630000,2.536089
3.640000,3.568697
3.650000,3.641947
3.660000,2.340478
3.670000,3.454524
3.680000,4.398381
3.690000,3.591997
3.700000,3.661738
3.710000,4.522854
3.720000,3.039638
3.730000,3.519981
3.740000,3.679058
3.750000,4.008667
3.760000,3.313132
3.770000,2.969909
3.780000,3.521856
3.790000,2.397385
3.800000,3.292385
3.810000,2.509526
3.820000,3.489572
3.830000,3.383811
3.840000,3.639613
3.850000,2.930374
3.860000,3.175184
3.870000,3.436403
3.880000,3.549713
3.890000,4.071958
3.900000,4.009614
3.910000,3.817328
3.920000,3.808365
3.930000,3.260306
3.940000,3.474456
3.950000,3.400601
3.960000,3.617359
3.970000,2.951665
3.980000,4.255004
3.990000,3.323586
4.000000,3.313332
4.010000,3.588157
4.020000,3.956015
4.030000,3.538191
4.040000,4.346594
4.050000,3.731330
4.060000,3.292776
4.070000,3.593347
4.080000,3.592565
4.090000,2.845016
4.100000,3.635219
4.110000,4.425635
4.120000,3.903851
4.130000,3.325318
4.140000,4.085763
4.150000,3.152371
4.160000,3.860271
4.170000,2.385754
4.180000,3.157248
4.190000,3.752719
4.200000,4.125871
4.210000,3.792165
4.220000,4.209222
4.230000,4.570420
4.240000,3.246155
4.250000,3.655716
4.260000,3.636720
4.270000,3.822443
4.280000,3.473695
4.290000,3.210888
4.300000,3.610200
4.310000,3.507470
4.320000,2.900543
4.330000,4.394863
4.340000,3.505498
4.350000,3.110221
4.360000,3.343865
4.370000,3.908746
4.380000,3.690998
4.390000,4.210379
4.400000,3.259442
4.410000,5.063660
4.420000,4.310278
4.430000,3.055778
4.440000,4.325090
4.450000,3.475412
4.460000,4.450716
4.470000,3.175970
4.480000,3.858957
4.490000,4.244778
4.500000,4.149828
4.510000,3.375153
4.520000,4.044712
4.530000,3.482808
4.540000,3.839052
4.550000,3.969770
4.560000,5.124128
4.570000,4.100988
4.580000,4.109746
4.590000,4.019991
4.600000,4.073551
4.610000,4.392951
4.620000,4.032093
4.630000,4.576623
4.640000,3.426571
4.650000,3.708315
4.660000,4.594371
4.670000,4.765187
4.680000,4.432607
4.690000,4.035471
4.700000,3.543373
4.710000,4.397002
4.720000,3.971660
4.730000,4.055687
4.740000,3.799173
4.750000,4.290694
4.760000,3.983138
4.770000,4.127715
4.780000,4.311426
4.790000,2.912487
4.800000,4.998531
4.810000,4.551218
4.820000,3.980017
4.830000,4.182400
4.840000,3.175843
4.850000,3.663355
4.860000,3.655815
4.870000,4.561862
4.880000,4.318427
4.890000,4.264884
4.900000,4.319489
4.910000,4.689728
4.920000,4.890995
4.930000,4.089040
4.940000,4.028745
4.950000,3.665983
4.960000,4.690707
4.970000,3.909947
4.980000,4.309808
4.990000,4.944671
5.000000,3.805154
5.010000,4.876417
5.020000,4.525517
5.030000,4.816278
5.040000,3.662401
5.050000,3.943645
5.060000,4.244822
5.070000,3.584729
5.080000,4.679183
5.090000,4.206297
5.100000,4.454220
5.110000,4.193935
5.120000,4.576709
5.130000,4.721669
5.140000,3.810626
5.150000,4.631296
5.160000,4.907393
5.170000,4.519472
5.180000,5.118775
5.190000,4.678475
5.200000,4.738641
5.210000,4.809500
5.220000,3.054804
5.230000,4.307080
5.240000,3.798250
5.250000,4.179271
5.260000,3.949655
5.270000,3.838404
5.280000,4.662116
5.290000,4.221780
5.300000,5.131536
5.310000,4.686481
5.320000,4.759907
5.330000,4.007272
5.340000,4.632506
5.350000,3.606129
5.360000,4.220880
5.370000,4.984097
5.380000,3.602574
5.390000,4.392069
5.400000,5.581867
5.410000,4.833397
5.420000,4.807091
5.430000,5.080398
5.440000,5.228588
5.450000,4.915066
5.460000,4.941797
5.470000,4.687681
5.480000,4.415573
5.490000,5.104202
5.500000,4.294597
5.510000,4.549632
5.520000,5.422203
5.530000,5.286236
5.540000,4.554471
5.550000,4.338183
5.560000,4.636073
5.570000,4.469416
5.580000,4.778072
5.590000,5.500259
5.600000,4.672127
5.610000,4.470820
5.620000,5.323678
5.630000,5.007125
5.640000,4.508244
5.650000,5.449751
5.660000,4.793989
5.670000,4.346329
5.680000,5.490861
5.690000,5.468187
5.700000,5.003867
5.710000,4.680149
5.720000,4.977935
5.730000,5.284249
5.740000,5.058967
5.750000,5.368773
5.760000,4.874531
5.770000,4.332850
5.780000,5.506758
5.790000,6.179699
5.800000,4.955783
5.810000,4.852167
5.820000,6.207188
5.830000,5.650722
5.840000,5.373005
5.850000,5.960201
5.860000,4.736814
5.870000,5.235659
5.880000,5.778280
5.890000,5.369138
5.900000,4.352662
5.910000,4.298393
5.920000,5.085248
5.930000,4.912251
5.940000,5.526757
5.950000,5.987556
5.960000,4.643051
5.970000,4.795624
5.980000,5.007667
5.990000,4.779299
6.000000,5.438805
6.010000,4.714781
6.020000,4.535331
6.030000,5.657150
6.040000,4.704278
6.050000,5.702160
6.060000,4.905409
6.070000,5.716027
6.080000,4.781546
6.090000,5.813005
6.100000,5.625536
6.110000,5.451959
6.120000,6.359755
6.130000,5.534317
6.140000,4.813056
6.150000,4.765443
6.160000,4.769377
6.170000,5.126456
6.180000,4.796768
6.190000,5.464175
6.200000,5.230305
6.210000,4.851527
6.220000,6.546384
6.230000,5.662407
6.240000,5.703688
6.250000,5.613829
6.260000,6.510647
6.270000,5.734662
6.280000,4.720554
6.290000,5.234299
6.300000,5.493242
6.310000,6.374989
6.320000,5.187706
6.330000,4.998328
6.340000,5.847772
6.350000,5.903497
6.360000,5.756063
6.370000,5.436310
6.380000,6.712740
6.390000,5.781494
6.400000,4.283970
6.410000,6.735194
6.420000,5.267788
6.430000,4.972882
6.440000,5.961860
6.450000,5.288435
6.460000,4.702005
6.470000,5.018719
6.480000,6.669678
6.490000,5.198948
6.500000,5.940268
6.510000,5.420258
6.520000,6.635552
6.530000,5.644581
6.540000,5.878731
6.550000,5.443321
6.560000,5.661624
6.570000,5.214144
6.580000,6.037744
6.590000,5.619279
6.600000,5.846883
6.610000,5.521799
6.620000,6.225126
6.630000,6.651571
6.640000,6.431133
6.650000,4.843411
6.660000,6.364335
6.670000,5.710747
6.680000,6.028038
6.690000,6.815346
6.700000,6.483099
6.710000,5.594200
6.720000,5.952544
6.730000,6.964093
6.740000,7.083767
6.750000,6.948185
6.760000,6.545170
6.770000,5.762254
6.780000,5.565330
6.790000,6.464488
6.800000,6.578245
6.810000,6.817682
6.820000,5.877070
6.830000,6.252349
6.840000,5.035892
6.850000,6.299434
6.860000,5.558807
6.870000,6.623224
6.880000,6.536592
6.890000,5.994047
6.900000,5.649154
6.910000,6.873807
6.920000,6.044683
6.930000,5.892325
6.940000,6.053704
6.950000,5.723838
6.960000,5.449920
6.970000,5.682221
6.980000,5.884489
6.990000,6.923405
7.000000,6.228255
7.010000,5.759914
7.020000,6.913457
7.030000,7.055223
7.040000,5.341372
7.050000,6.510721
7.060000,5.511339
7.070000,5.176971
7.080000,6.986520
7.090000,6.279321
7.100000,6.488920
7.110000,6.339745
7.120000,6.619681
7.130000,5.946184
7.140000,6.563393
7.150000,7.001338
7.160000,6.270515
7.170000,6.087805
7.180000,7.537438
7.190000,5.665715
7.200000,6.742493
7.210000,7.316815
7.220000,5.529352
7.230000,6.489151
7.240000,6.700735
7.250000,6.059748
7.260000,6.559034
7.270000,6.804519
7.280000,6.190116
7.290000,6.351521
7.300000,7.353046
7.310000,6.204191
7.320000,6.318158
7.330000,6.511972
7.340000,6.723120
7.350000,7.279769
7.360000,7.053779
7.370000,6.621047
7.380000,6.941697
7.390000,6.833292
7.400000,6.310173
7.410000,5.493071
7.420000,6.192993
7.430000,6.659164
7.440000,6.693618
7.450000,6.717267
7.460000,8.133608
7.470000,6.626559
7.480000,8.260230
